tmdb_id,show_tmdb_id,season_number,title,original_title,description,release_year,image_url,air_date
298442,71728,6,Сезон 6,Сезон 6,"Sheldon takes on a new role as a dorm resident advisor at college, while his family back home experiences significant changes, including Meemaw and Dale making a potentially risky business deal and Mary and George Sr. rekindling their romance, leading to a season filled with both academic challenges for Sheldon and family dynamics navigating new situations.",2022,https://image.tmdb.org/t/p/w500/MpdROQ5XxQqOMKhJlLUf7PTxIC.jpg,2022-09-29
365600,71728,7,Сезон 7,Сезон 7,"Season 7 of Young Sheldon follows the Cooper family as they deal with loss, tragedy and new beginnings.",2024,https://image.tmdb.org/t/p/w500/teajZtLOzeKpbc7B4tOWFHF9MSa.jpg,2024-02-15
88905,72002,1,Сезон 1,Сезон 1,,2017,https://image.tmdb.org/t/p/w500/tkCfh8YRbCo6Nv9EPnUlzMMNkn6.jpg,2017-10-11
109851,72002,2,Сезон 2,Сезон 2,,2018,https://image.tmdb.org/t/p/w500/ajeninJobUFU8GjAHg2sdpAs7Zy.jpg,2018-10-12
132943,72002,3,Сезон 3,Сезон 3,,2019,https://image.tmdb.org/t/p/w500/1JFwPDtYe1vKhAyLfq1jKtspFqv.jpg,2019-10-11
192048,72002,4,Сезон 4,Сезон 4,,2021,https://image.tmdb.org/t/p/w500/y9HgadccELzTZ1y8KLVORZal0Bc.jpg,2021-05-07
218409,72002,5,Сезон 5,Сезон 5,,2021,https://image.tmdb.org/t/p/w500/cml7ln9NgtCMemSSnGLgc0l0UIt.jpg,2021-12-20
305287,208493,1,Сезон 1,Сезон 1,"Всю свою жизнь Юя подвергался издевательствам в школе и был заброшен родителями. После переезда в дом своего недавно умершего дедушки он находит странную дверь, которая, кажется, зовёт его по имени. Юя открывает дверь, переступает порог — и внезапно оказывается в волшебном мире! Этот новый мир хранит редчайшие сокровища и дарует ему мощные способности, которые он может переносить обратно на Землю, чтобы начать свою жизнь заново.",2023,https://image.tmdb.org/t/p/w500/dNxd1vMzSkP2HtIQZU0r7ULF300.jpg,2023-04-07
507667,208493,2,Сезон 2,Сезон 2,,,https://image.tmdb.org/t/p/w500/rYcEbaWrY2mbp7aqs0jnyCRBGcb.jpg,
153295,104699,1,Сезон 1,Сезон 1,,2021,https://image.tmdb.org/t/p/w500/qo62Vn7C5hlz7SWDi46w6o6e3d9.jpg,2021-04-01
28472,17572,1,Сезон 1,Сезон 1,,2010,https://image.tmdb.org/t/p/w500/syxcG3suyf3U00z5HOuLbZ9eozl.jpg,2010-02-13
28473,17572,2,Сезон 2,Сезон 2,,2011,https://image.tmdb.org/t/p/w500/wHL9TEcxThKArIqYfDsoOIHhOn5.jpg,2011-04-30
94165,74577,1,Сезон 1,Сезон 1,A budding teen psychopath and a rebel hungry for adventure embark on a star-crossed road trip in this darkly comic series based on a graphic novel.,2017,https://image.tmdb.org/t/p/w500/3xzfmg9olP5XzrQrJgyku2nd6P0.jpg,2017-10-24
133793,74577,2,Сезон 2,Сезон 2,"Two years later, Alyssa dives headfirst into a new life – just as a woman with a grudge sets out on a murderous quest for revenge.",2019,https://image.tmdb.org/t/p/w500/e00rak9Xp3DSp42hm7EK3omnhQS.jpg,2019-11-04
284206,195670,1,Сезон 1,Сезон 1,A new love story unfolds when teen matchmaker Kitty reunites with her long-distance boyfriend at the same Seoul high school attended by her late mother.,2023,https://image.tmdb.org/t/p/w500/2iHQDv0RJCPyLcBR6qgGx3wFZK5.jpg,2023-05-18
345398,195670,2,Сезон 2,Сезон 2,"Китти возвращается в Сеул, надеясь начать новую жизнь. Но её надежды на спокойный семестр рушатся под натиском новых лиц, хаотичных влюбленностей и семейных тайн.",2025,https://image.tmdb.org/t/p/w500/bqP3sSPfvjea4AgdNli7vl10kUy.jpg,2025-01-16
500063,195670,3,Сезон 3,Сезон 3,"Kitty returns for her final year at KISS with her perfect senior year mapped out. She’s going to make meaningful memories with her friends, grow closer to her relatives in Korea, and make big decisions about her future. And, she’s going to define her relationship with Min Ho. For real this time. But when surprise revelations derail her plans and relationships, Kitty will have to learn to embrace the unexpected.",2026,https://image.tmdb.org/t/p/w500/uRwD19oDM02G2N4dBLJ99mPWDOR.jpg,2026-04-02
104049,79699,1,Сезон 1,Сезон 1,,2006,https://image.tmdb.org/t/p/w500/nyGwjQqWeYdP6EMQe4J697R1Eel.jpg,2006-09-04
69064,63404,1,Series 1,Series 1,"Greg Davies is the all-powerful Taskmaster. Assisted by Alex Horne, he sets a series of devious tasks for comedians Frank Skinner, Josh Widdicombe, Roisin Conaty, Romesh Ranganathan and Tim Key.",2015,https://image.tmdb.org/t/p/w500/2ENDhZSQdhbZYFgJMmPuwMglb1p.jpg,2015-07-27
77787,63404,2,Series 2,Series 2,"Greg Davies judges another comedic task force - Doc Brown, Joe Wilkinson, Jon Richardson, Katherine Ryan and Richard Osman - while the efficient but obsequious Alex Horne steers the Taskmaster ship.",2016,https://image.tmdb.org/t/p/w500/n63DSm22tEPWitizf8RrC4AEzcS.jpg,2016-06-20
80764,63404,3,Series 3,Series 3,"Not many series can return for a third run and claim they have footage of five comedians making out-of-season snowmen, spreading their clothes as far and as wide as possible and whispering questions at an 83-year-old called Hugh in the hope of winning a golden version of Greg Davies’s head. Taskmaster can.",2016,https://image.tmdb.org/t/p/w500/qqnORUPIyxrWyYviYjSaPlvIqs3.jpg,2016-10-04
87276,63404,4,Series 4,Series 4,"Hugh Dennis, Joe Lycett, Lolly Adefope, Mel Giedroyc and Noel Fielding all believe they have what it takes to win the most coveted prize in comedy. Let Taskmaster Greg Davies be the judge of that...",2017,https://image.tmdb.org/t/p/w500/hdwYNLjhYUSVxkxozadZhP7olC1.jpg,2017-04-25
87277,63404,5,Series 5,Series 5,"Tasks are set, seals are broken and unpredictable actions take place, as Aisling Bea, Bob Mortimer, Mark Watson, Nish Kumar and Sally Phillips compete to earn the respect of Greg Davies and Alex Horne.",2017,https://image.tmdb.org/t/p/w500/6v8pOqf6gSyW81sw4USrE7VGjSF.jpg,2017-09-12
98987,63404,6,Series 6,Series 6,"Alice Levine, Asim Chaudhry, Liza Tarbuck, Russell Howard and Tim Vine attempt futile tasks that inspire both breathtaking brilliance and rank incompetence. Greg Davies and Alex Horne keep score.",2018,https://image.tmdb.org/t/p/w500/AsdRJiWJGGHGEVNaRLpFmprPgAs.jpg,2018-05-02
105904,63404,7,Series 7,Series 7,"James Acaster, Jessica Knappett, Kerry Godliman, Phil Wang and Rhod Gilbert take on more mostly meaningless challenges, as Taskmaster Greg Davies and his assistant Alex Horne host a seventh series.",2018,https://image.tmdb.org/t/p/w500/gVdkD9NqhKjVhrZSV6Ms8UKa1Cd.jpg,2018-09-04
122817,63404,8,Series 8,Series 8,"Iain Stirling, Joe Thomas, Lou Sanders, Paul Sinha and Sian Gibson pit their wits against perfectly pointless problems in a bid to impress Taskmaster Greg Davies and his simpering secretary Alex Horne.",2019,https://image.tmdb.org/t/p/w500/87QJ1rMQC8hQpXvDj4R0NwdnXP8.jpg,2019-05-07
127483,63404,9,Series 9,Series 9,"Five famous faces are put through their paces as Taskmaster Greg Davies and Little Alex Horne set David Baddiel, Ed Gamble, Jo Brand, Katy Wix and Rose Matafeo a series of mystifying missions.",2019,https://image.tmdb.org/t/p/w500/aG3GWJ5Bq2esjOJhRrg7RdrmNmH.jpg,2019-09-03
157642,63404,10,Series 10,Series 10,"Taskmaster settles into its new home on Channel 4, as Greg Davies and Alex Horne put Daisy May Cooper, Johnny Vegas, Katherine Parkinson, Mawaan Rizwan and Richard Herring to the ultimate test.",2020,https://image.tmdb.org/t/p/w500/49c5JwCeo4DN1LMsXqhD49bVLO5.jpg,2020-10-14
172583,63404,11,Series 11,Series 11,"Charlotte Ritchie, Jamali Maddix, Lee Mack, Mike Wozniak and Sarah Kendall are all keen as a condiment to impress Greg Davies and Alex Horne in a series of crafty tasks.",2021,https://image.tmdb.org/t/p/w500/lUxe9ac4gI0bBYFZjiNQstgfXr2.jpg,2021-03-18
196130,63404,12,Series 12,Series 12,"The five brave souls desperate to display Greg's regal golden head on their mantelpiece this time are: Alan Davies, Desiree Burch, Guz Khan, Morgana Robinson and Victoria Coren Mitchell.",2021,https://image.tmdb.org/t/p/w500/gInVUAwyPMCk0nvm3m6YE7INpm5.jpg,2021-09-23
220993,63404,13,Series 13,Series 13,"The BAFTA-winning behemoth is back for a 13th series, as Ardal O'Hanlon, Bridget Christie, Chris Ramsey, Judi Love and Sophie Duker battle to win Taskmaster Greg Davies' golden head.",2022,https://image.tmdb.org/t/p/w500/ro98U6FraLn96NngZ8tivTuUf5G.jpg,2022-04-13
298461,63404,14,Series 14,Series 14,"Greg Davies and Alex Horne wreak havoc on the lives of noble knights Dara Ó Briain, Fern Brady, John Kearns, Munya Chawawa and Sarah Millican, as they battle to become the 14th Taskmaster champion.",2022,https://image.tmdb.org/t/p/w500/vpDOAtOs2NAFLpcXoycPxKXivlQ.jpg,2022-09-28
318376,63404,15,Series 15,Series 15,"Greg Davies is excited to subject Frankie Boyle, Mae Martin, Jenny Eclair, Kiell Smith-Bynoe and Ivo Graham to a barrage of humiliating tasks. Little Alex Horne is excited about all the admin.",2023,https://image.tmdb.org/t/p/w500/h9KSs57ABS5J1DC0iTZkVRkQYJ8.jpg,2023-03-30
343397,63404,16,Series 16,Series 16,"Greg Davies is ready to pass merciless judgement on Julian Clary, Sue Perkins, Sam Campbell, Susan Wokoma and Lucy Beaumont, while Little Alex Horne watches on from behind his clipboard.",2023,https://image.tmdb.org/t/p/w500/uaf35yNgKB9flO6igwtBbp2gnnI.jpg,2023-09-21
365078,63404,17,Series 17,Series 17,"Flanked by his flunky Alex Horne, Greg Davies is primed to remorselessly judge Joanne McNally, John Robins, Nick Mohammed, Sophie Willan and Steve Pemberton. Eggs included.",2024,https://image.tmdb.org/t/p/w500/ctqMqLi9o7F3vm6k8IKhLklCny9.jpg,2024-03-28
408479,63404,18,Series 18,Series 18,"Ducks. Eggs. And a honking Horne! Settle in for the 18th series of Taskmaster, as Andy Zaltzman, Babátúndé Aléshé, Emma Sidi, Jack Dee and Rosie Jones tackle the toughest endurance test on television.",2024,https://image.tmdb.org/t/p/w500/gBkSbKuqElP0dp0V20YExOXxRHQ.jpg,2024-09-12
435545,63404,19,Series 19,Series 19,"Fatiha El-Ghorri, Jason Mantzoukas, Mathew Baynton, Rosie Ramsey and Stevie Martin risk their reputations as Taskmaster Greg Davies beckons the quintet of quivering comics into his world of misrule...",2025,https://image.tmdb.org/t/p/w500/AvvZq6VPyu0oGzejkyOSCTE6bfk.jpg,2025-05-01
463821,63404,20,Series 20,Series 20,"Greg Davies and Alex Horne return for the 20th series as Ania Magliano, Maisie Adam, Phil Ellis, Reece Shearsmith and Sanjeev Bhaskar compete to win both Greg's affection and his shiny head.",2025,https://image.tmdb.org/t/p/w500/iqyDWnMmAAw5icUONeBlw5wIWWQ.jpg,2025-09-11
486256,63404,21,Series 21,Series 21,"Like so many before them, Amy Gledhill, Armando Iannucci, Joanna Page, Joel Dommett and Kumail Nanjiani all believe that they can impress the Taskmaster. But only one will become the 21st champion.",2026,https://image.tmdb.org/t/p/w500/6ovqL4JU4LTfmiZQqabZgifu71f.jpg,2026-04-09
153124,18350,1,Сезон 1,Сезон 1,,2009,https://image.tmdb.org/t/p/w500/zAmrUUMZGaNp8SOyceOf8RuotvW.jpg,2009-03-08
5149,1813,1,Сезон 1,Сезон 1,"The first season introduces the incorrigible Father Ted, the dim-witted Father Dougal, the irascible Father Jack along with their long-suffering housekeeper Mrs. Doyle. Father Ted faces challenges at every turn as he tries to bring stability to his congregation and the surreal townspeople of Craggy Island, Ireland.",1995,https://image.tmdb.org/t/p/w500/aeUzbPYM1sQ5ddOwwtIsuPu39yo.jpg,1995-04-19
5147,1813,2,Сезон 2,Сезон 2,"The second season carries on with the error prone lives of three priests living with their housekeeper in Ireland on the bizarre Craggy Island. The three Fathers disastrously attempt to rig a raffle, make efforts to give-up their vices for Lent , adopt a pet rabbit, and occasionally tend to matters of the soul.",1996,https://image.tmdb.org/t/p/w500/dPULt77o98aoj3kzsic9NevEp5i.jpg,1996-03-07
5148,1813,3,Сезон 3,Сезон 3,"Season three continues its' hilarious portrayal of life on Craggy Island. With missteps abound, the Fathers Ted, Dougal and Jack become the target of pranks and revenge. Adventures on the mainland and poorly placed bets also add to absurdity.",1998,https://image.tmdb.org/t/p/w500/1KJaQHW13nCYDgl2Lj9p4CVwuw0.jpg,1998-03-14
176619,116727,1,Сезон 1,Сезон 1,,2021,https://image.tmdb.org/t/p/w500/9zLfAyCGLBYbSK7lEQpAY5BRBrc.jpg,2021-04-06
3582,456,1,Сезон 1,Сезон 1,"Первый сезон был показан в период с декабря 1989 г. по май 1990 г. Контролировали создание сезона Мэтт Грейнинг, Джеймс Брукс и Сэм Саймон. Сезон был выпущен на DVD 25 сентября 2001 г. Это единственный сезон без Хэллоуинских эпизодов.

Первоначально первой серией этого сезона должна была стать «Один из чудных вечеров», которая должна была познакомить зрителей с главными героями, Однако, после первого просмотра эпизода, продюсеры обнаружили, что анимация была настолько плохой, что 70 % всей серии надо заново переделывать. Они решили отодвинуть премьеру, если следующая серия окажется так же анимирована, как и первая, однако это оказалось не так. В итоге, продюсеры уговорили канал FOX отодвинуть премьеру сериала до 17 декабря и выпустили эпизод «Симпсоны готовят на открытом огне» первым.

Первый сезон выиграл 1 премию Эмми и номинировался на 4 премии. Хотя различные телепрограммы ограничивались одним эпизодом в категории «Симпсоны готовят на открытом огне» считается специальным эпизодом и номинировался помимо остальных эпизодов сезона. Этот эпизод выиграл премию «Life of Fast Lane» в номинации Выдающиеся анимационные сериалы. Также эпизод был номинирован на премию «Выдающееся редактирование специальных серий или короткометражек», а эпизод «Зов Симпсонов» был номинирован на премию «Выдающиеся личные достижения в создании музыки для специальных или комедийных серий». Основная музыкальная тема сериала была сочинена Дэниелом Эльфманом была номинирована на премию «Выдающиеся достижения в главной музыкальной теме».

DVD диск был выпущен 25 сентября 2001 в США и Канаде и 24 сентября 2001 в Южной Америке, Европе, ЮАР, Японии, Австралии и на Ближнем Востоке",1989,https://image.tmdb.org/t/p/w500/t544zSFUNyvmyeP4sHotlcEX3zH.jpg,1989-12-16
3583,456,2,Сезон 2,Сезон 2,"Второй сезон был показан на телеканале Fox в период с 11 октября 1990 по 9 мая 1991 года и содержит 22 эпизода. Начался сезон эпизодом «Барт получает двойку». Ещё одна серия «Кровавая месть» была показана летом, после официального окончания сезона. Контролировали создание сезона Мэтт Грейнинг, Джеймс Брукс и Сэм Саймон.",1990,https://image.tmdb.org/t/p/w500/bRyDlUQQafSoIT052jpjLBMe8TH.jpg,1990-10-10
3584,456,3,Сезон 3,Сезон 3,Третий сезон был показан на телеканале Fox в период с 19 сентября 1991 по 27 августа 1992 года.,1991,https://image.tmdb.org/t/p/w500/9ghmIhWJJuTx3UHyfVVBXQoUGvI.jpg,1991-09-18
3585,456,4,Сезон 4,Сезон 4,Четвёртый сезон был показан на телеканале FOX в период с 24 сентября 1992 по 13 мая 1993 года и содержит 22 эпизода. Сезон начался с серии «Лагерь Красти» и закончился серией «Сокращение Красти».,1992,https://image.tmdb.org/t/p/w500/voqu5a4drV1CXMjjZ0Mkw35n26l.jpg,1992-09-23
3586,456,5,Сезон 5,Сезон 5,Пятый сезон был показан на телеканале Fox в период с 30 сентября 1993 по 19 мая 1994 года и состоит из 22 эпизодов. Сезон начался серией «Квартет Гомера» и завершился серией «Секреты успешного брака».,1993,https://image.tmdb.org/t/p/w500/p8tRDtrkzquirArGp6S1b7Zxle3.jpg,1993-09-29
3587,456,6,Сезон 6,Сезон 6,Шестой сезон был показан на телеканале Fox в период с 4 сентября 1994 по 21 мая 1995 года и содержит 25 эпизодов. Сезон начался серией «Барт тьмы» и завершился серией «Кто стрелял в Мистера Бернса? Часть 1».,1994,https://image.tmdb.org/t/p/w500/qD20BnTxIdF1rcnX4BARmFshzKA.jpg,1994-09-03
3588,456,7,Сезон 7,Сезон 7,,1995,https://image.tmdb.org/t/p/w500/blCeZS6BmN3wwmF40fuCZSeFwbB.jpg,1995-09-16
3589,456,8,Сезон 8,Сезон 8,,1996,https://image.tmdb.org/t/p/w500/xLebCxRHSwXBW39a4OLmMSGChLs.jpg,1996-10-26
3590,456,9,Сезон 9,Сезон 9,,1997,https://image.tmdb.org/t/p/w500/6PTYyLD8bSiNZf1PFdCQ9JyiIFW.jpg,1997-09-20
3591,456,10,Сезон 10,Сезон 10,,1998,https://image.tmdb.org/t/p/w500/A77xKuxA13aXA1mQd6YLAaTIErK.jpg,1998-08-22
3592,456,11,Сезон 11,Сезон 11,,1999,https://image.tmdb.org/t/p/w500/7lgnlOENoCdub15UijLKTHawyhm.jpg,1999-09-25
3593,456,12,Сезон 12,Сезон 12,,2000,https://image.tmdb.org/t/p/w500/jfxiyjRLoQq9LavlFNRBgjuweg5.jpg,2000-10-31
3594,456,13,Сезон 13,Сезон 13,,2001,https://image.tmdb.org/t/p/w500/xflc3aV1SbP2bGeZNuu4AG6cIqH.jpg,2001-11-05
3595,456,14,Сезон 14,Сезон 14,,2002,https://image.tmdb.org/t/p/w500/9IowK57TpeO09D4B46jd4J3wjPO.jpg,2002-11-02
3596,456,15,Сезон 15,Сезон 15,,2003,https://image.tmdb.org/t/p/w500/svXs3ugVAoKSZoBQNUZ3sQIp1ly.jpg,2003-11-01
3597,456,16,Сезон 16,Сезон 16,,2004,https://image.tmdb.org/t/p/w500/ifjiG1gHGRyYmNDWRb9Ul9VCfEn.jpg,2004-11-06
3598,456,17,Сезон 17,Сезон 17,,2005,https://image.tmdb.org/t/p/w500/evIWfK3hKFIExETjv6L2YS9J8fw.jpg,2005-09-10
3599,456,18,Сезон 18,Сезон 18,,2006,https://image.tmdb.org/t/p/w500/kwb8AZAHyhn96dzn17mtTV3l8dl.jpg,2006-09-09
3600,456,19,Сезон 19,Сезон 19,,2007,https://image.tmdb.org/t/p/w500/nLKZJ1ozVvYFtaOynzkShE8wN4k.jpg,2007-09-22
3601,456,20,Сезон 20,Сезон 20,,2008,https://image.tmdb.org/t/p/w500/2CUdLX4K8fMlcdVPHUbciTYt4ri.jpg,2008-09-27
3602,456,21,Сезон 21,Сезон 21,,2009,https://image.tmdb.org/t/p/w500/fEykf9XN4Cn5tJ17pOD2PObdjoc.jpg,2009-09-26
3603,456,22,Сезон 22,Сезон 22,,2010,https://image.tmdb.org/t/p/w500/xUZeYO9NPkmXCcuRrr8PgXzk2Qd.jpg,2010-09-25
3604,456,23,Сезон 23,Сезон 23,,2011,https://image.tmdb.org/t/p/w500/wlQnKb3pHBxtMivCjcvM8TDpBbv.jpg,2011-09-24
3605,456,24,Сезон 24,Сезон 24,,2012,https://image.tmdb.org/t/p/w500/qGPFl3X6ukZ6fBQRiLxueLWQh9y.jpg,2012-09-29
3606,456,25,Сезон 25,Сезон 25,,2013,https://image.tmdb.org/t/p/w500/iwlh2yoia66MCaZEqybsLSt3OHa.jpg,2013-09-28
62103,456,26,Сезон 26,Сезон 26,"Гомер и Барт пытаются решить некоторые конфликты между отцом и сыном, Мардж открывает франшизу с сэндвичами, Симпсоны встречаются со своими прежними личностями, Барт замышляет свергнуть своего нового учителя четвертого класса, у Гомера кризис среднего возраста, а актерский состав Футурамы делает появление в Спрингфилде.",2014,https://image.tmdb.org/t/p/w500/9bGpb3vWygBogXpQBnTodFWaQte.jpg,2014-09-27
68067,456,27,Сезон 27,Сезон 27,,2015,https://image.tmdb.org/t/p/w500/aw26dkO0PnxD0EfYWXCMUQLFNbI.jpg,2015-09-26
80361,456,28,Сезон 28,Сезон 28,,2016,https://image.tmdb.org/t/p/w500/j4GZ2oH5PEWEyZkwuZ41OYLb30W.jpg,2016-09-24
91255,456,29,Сезон 29,Сезон 29,,2017,https://image.tmdb.org/t/p/w500/93JeevhHA93SpHZ5hxqJyOtB5Wf.jpg,2017-09-30
110088,456,30,Сезон 30,Сезон 30,,2018,https://image.tmdb.org/t/p/w500/l18xQsO27KFJwsj35JaAsG95dN7.jpg,2018-09-29
131143,456,31,Сезон 31,Сезон 31,,2019,https://image.tmdb.org/t/p/w500/1y2zzQhnAuFpRNovNMHWlubOaxw.jpg,2019-09-28
156684,456,32,Сезон 32,Сезон 32,,2020,https://image.tmdb.org/t/p/w500/ifvEta1mmPGLu3E6lFnPSJAyBhh.jpg,2020-09-26
184349,456,33,Сезон 33,Сезон 33,,2021,https://image.tmdb.org/t/p/w500/iKXD9UnbDt5EQd8pp6kGa7BSeTw.jpg,2021-09-25
296972,456,34,Сезон 34,Сезон 34,,2022,https://image.tmdb.org/t/p/w500/2C6Tuxep3eLeFB1vny8FIVXFIDz.jpg,2022-09-24
336243,456,35,Сезон 35,Сезон 35,,2023,https://image.tmdb.org/t/p/w500/s7EtmSmdN6ENGwJFfzu9Bn9cgSW.jpg,2023-09-30
384511,456,36,Сезон 36,Сезон 36,,2024,https://image.tmdb.org/t/p/w500/dl0S3pJSQUyBLPAOefMMujbtp4O.jpg,2024-09-29
467353,456,37,Сезон 37,Сезон 37,,2025,https://image.tmdb.org/t/p/w500/nRdwZjv3TJZm6Vht76BWiUaQpLQ.jpg,2025-09-28
59745,45016,1,Сезон 1,Сезон 1,"Когда на мосту Эресунн, соединяющем Швецию и Данию, находят тело, Сага Норен из Мальмё и Мартин Роде из Копенгагена начинают гонку со временем в поисках садистского убийцы, оставляющего за собой след насилия, который навсегда изменит обоих детективов",2011,https://image.tmdb.org/t/p/w500/4rtXdCsYBxNu02a2WC8SzKcvCAO.jpg,2011-09-21
59746,45016,2,Сезон 2,Сезон 2,"Когда корабль врезается в мост Эресунн, Сага и Мартин снова объединяются для расследования. За этим следует нарастающая серия эко-террористических атак, и партнёры начинают гонку со временем, чтобы найти преступника до того, как погибнут тысячи.",2013,https://image.tmdb.org/t/p/w500/lCJVw5nVaw7FyLjYfLLToKA4cbm.jpg,2013-09-22
64315,45016,3,Сезон 3,Сезон 3,"Сага возвращается — на этот раз с новым датским напарником, Хенриком. Оказавшись втянутыми в извращённый мир убийцы, известного своими тщательно инсценированными преступлениями, каждый из них сталкивается с собственными внутренними демонами. Следите за самым личным делом Саги.",2015,https://image.tmdb.org/t/p/w500/e8pqwMzYZE7heYOmxMlP2cnqFUz.jpg,2015-09-27
92568,45016,4,Сезон 4,Сезон 4,"Сага и Хенрик снова объединяются, чтобы расследовать серию мрачных и жестоких убийств, начавшихся с того, что высокопоставленного государственного чиновника — генерального директора иммиграционной службы — забивают камнями до смерти. Всё больше становится ясно, что эти убийства имеют личную связь с датской полицейской командой, в центре которой находится Хенрик.",2018,https://image.tmdb.org/t/p/w500/ce5rw85llS9idorfXjfzzFWDIgI.jpg,2018-01-01
2545,873,1,Сезон 1,Сезон 1,,1971,https://image.tmdb.org/t/p/w500/z5RzleJA4onf2zxKOwItvbGoKIT.jpg,1971-09-15
2547,873,2,Сезон 2,Сезон 2,,1972,https://image.tmdb.org/t/p/w500/p2ICw4A9QsQ6DVhIwbGjzIbDZTj.jpg,1972-09-17
2546,873,3,Сезон 3,Сезон 3,,1973,https://image.tmdb.org/t/p/w500/n11SoVGcK0t0AVmAJ9ufpdn1og2.jpg,1973-09-23
2549,873,4,Сезон 4,Сезон 4,,1974,https://image.tmdb.org/t/p/w500/qbXoJ4gLEPV7z2kHkrRGfLRffEA.jpg,1974-09-15
2548,873,5,Сезон 5,Сезон 5,,1975,https://image.tmdb.org/t/p/w500/7kYdxcXx3QaPXfEOx6rBzLCWxKt.jpg,1975-09-14
2550,873,6,Сезон 6,Сезон 6,,1976,https://image.tmdb.org/t/p/w500/bQKeBjnh56XKixpZAWMSHer8iVb.jpg,1976-10-10
2551,873,7,Сезон 7,Сезон 7,,1977,https://image.tmdb.org/t/p/w500/30jvpgzZPPhNRfa83GVGKX5eJNQ.jpg,1977-11-21
2553,873,8,Сезон 8,Сезон 8,,1989,https://image.tmdb.org/t/p/w500/wWBiSGhpk9iHmGxd2IXldb06gX2.jpg,1989-02-06
2554,873,9,Сезон 9,Сезон 9,,1989,https://image.tmdb.org/t/p/w500/hIlUpUDV3SNrY86vIbvZifNyFn7.jpg,1989-11-25
2552,873,10,Сезон 10,Сезон 10,,1990,https://image.tmdb.org/t/p/w500/c7t90pq2rt7WTqskgfZqJFbwFAt.jpg,1990-12-09
68638,63247,1,Сезон 1 - Лабиринт,Сезон 1 - Лабиринт,,2016,https://image.tmdb.org/t/p/w500/7fJHPAEJQaLFgFnOm18tILdbPVA.jpg,2016-10-02
98895,63247,2,Сезон 2 - Дверь,Сезон 2 - Дверь,,2018,https://image.tmdb.org/t/p/w500/816vXsGqvSG7ZLBGQoy8UBF6nqJ.jpg,2018-04-22
128116,63247,3,Сезон 3 - Новый Мир,Сезон 3 - Новый Мир,,2020,https://image.tmdb.org/t/p/w500/76xrmbhcb3ilySKBP1HTGg3KgSl.jpg,2020-03-15
293172,63247,4,Сезон 4 - Выбор,Сезон 4 - Выбор,,2022,https://image.tmdb.org/t/p/w500/2yMU5Wul4pXzS8cPjqeHlt3SHww.jpg,2022-06-26
86037,70649,1,Сезон 1,Сезон 1,"Nam Hong Ju, endowed with the ability to foresee events, resides with her widowed mother who runs a small restaurant. Despite her gift, she often finds herself powerless to change the outcomes. On the other side of the street, Jung Jae Chan, a rookie prosecutor, and his younger brother Seung Won become their new neighbors. An unusual dream involving Hong Ju, ruthless attorney Lee Yu Beom, and a life-saving intervention leads Jae Chan to realize their destinies are intertwined, as they begin sharing dreams and connecting in mysterious ways.",2017,https://image.tmdb.org/t/p/w500/92IaChHqSjITbtI2eSkhfBRqn94.jpg,2017-09-27
239815,155537,1,Miniseries,Miniseries,,2022,https://image.tmdb.org/t/p/w500/r4Dwa6owEH9iwuFCoBcdx7bMtmE.jpg,2022-07-07
131120,92967,1,Сезон 1,Сезон 1,,2019,https://image.tmdb.org/t/p/w500/31A8JP725UoCZgLtzU2dwxVgGjt.jpg,2019-09-12
163321,92967,2,Сезон 2,Сезон 2,,2020,https://image.tmdb.org/t/p/w500/ZNxfeXYnlUGYk1cMzL7CBvUnHs.jpg,2020-09-17
117033,85990,1,Сезон 1,Сезон 1,,2019,https://image.tmdb.org/t/p/w500/vf21RuR4FQSokqqJRdVrvEfKiTH.jpg,2019-04-06
170211,113808,1,Сезон 1,Сезон 1,"When 20-year-old college student Haruto Amakawa dies in a traffic accident, he does not expect to wake up in an unfamiliar world in the body of a young boy named Rio. As their memories and personas fuse, Rio realizes that he now also possesses magical powers. He is relieved to find that his burning passion for revenge against his mother's murderers has not subsided, despite his newly changed identity.

Not soon after, Rio comes across the kidnapped princess of the Bertram Kingdom and saves her without hesitation. To express his gratitude, the king grants him the opportunity to enroll in the Bertram Royal Academy. Believing this to be a new chapter in his life, he is excited to study at this prestigious academy, but life here proves to be difficult for him, a slum-dweller surrounded by the majestic children of nobles.",2021,https://image.tmdb.org/t/p/w500/tQiBVUCe0haI982Q1E8NwTn5Bek.jpg,2021-07-06
352478,113808,2,Сезон 2,Сезон 2,"After Rio escapes the capital of the Beltrum Kingdom with his former teacher Celia Claire and his bond spirit, Aishia, he finds himself in a dire situation once again. As it turns out, multiple people from his past life in Japan are suddenly scattered around the new world. Rio rushes to their help, saving a small group and taking them under his wing. To his surprise, one of the rescuees is his old self's childhood friend Miharu Ayase.

The newcomers were not the only ones summoned. With old friends and new allies by his side, Rio sets out to locate the other abductees while searching for a way to send them back to Japan. However, Rio never loses sight of his main goal: avenging his mother's death.",2024,https://image.tmdb.org/t/p/w500/nkkDhwL9p0UlWXtPnKYefCRX1j8.jpg,2024-10-08
75939,66082,1,Сезон 1,Сезон 1,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",2016,https://image.tmdb.org/t/p/w500/rkUTFHddVkkCyqqIuIYFSk8LVub.jpg,2016-05-02
